Commit found #;Commithash ;Tactic;Probability;Type decision;Epitome;Jira Issue;Issue created at;Link;1st reviewer;2nd reviewer;2nd reviewer agree?;2nd reviewer disagree explanation
6215;5ee495e6f34faff231ad87ec890188eb63617393;CheckPoint;0.007887045953958782;;;https://issues.apache.org/jira/browse/MAPREDUCE-3634;06/01/2012 18:39;https://github.com/apache/hadoop/commit/5ee495e6f34faff231ad87ec890188eb63617393;Stern;Ties;yes;
6220;efbc58f30c8e8d9f26c6a82d32d53716fb2b222a;CheckPoint;0.007887045953958782;Existence;Make module portable;https://issues.apache.org/jira/browse/HDFS-2907;07/02/2012 16:08;https://github.com/apache/hadoop/commit/efbc58f30c8e8d9f26c6a82d32d53716fb2b222a;Stern;Ties;yes;
2239;ab1c4d0939a681934729fb68997599d4d38e9cee;Scheduler;0.00787707142857147;Existence;Automated recovery;https://issues.apache.org/jira/browse/HADOOP-2585;12/01/2008 00:22;https://github.com/apache/hadoop/commit/ab1c4d0939a681934729fb68997599d4d38e9cee;Stern;Ties;yes;
6270;858c6d2b1f6a3952597d5a662d924f6152e14b4c;CheckPoint;0.007875123936800649;;;https://issues.apache.org/jira/browse/MAPREDUCE-3790;02/02/2012 18:04;https://github.com/apache/hadoop/commit/858c6d2b1f6a3952597d5a662d924f6152e14b4c;Stern;;;
6276;daf782ca7ebea65143806aa437eca9ec832dba20;CheckPoint;0.007865135679695545;;;https://issues.apache.org/jira/browse/HDFS-3016;27/02/2012 19:01;https://github.com/apache/hadoop/commit/daf782ca7ebea65143806aa437eca9ec832dba20;Stern;;;
6280;137aa0763fedd377de7b5b9aeb89a2f1d62b941b;CheckPoint;0.007865135679695545;;;https://issues.apache.org/jira/browse/MAPREDUCE-3930;27/02/2012 22:28;https://github.com/apache/hadoop/commit/137aa0763fedd377de7b5b9aeb89a2f1d62b941b;Stern;;;
6282;e58b7e202b5833c5ea69187b5070de89d92198a2;CheckPoint;0.007865135679695545;;;https://issues.apache.org/jira/browse/HDFS-3014;25/02/2012 09:41;https://github.com/apache/hadoop/commit/e58b7e202b5833c5ea69187b5070de89d92198a2;Stern;;;
6300;753c2ba66c6b79aa9a4b7c793c5ad7a73b1a9cf0;CheckPoint;0.007865135679695545;;;https://issues.apache.org/jira/browse/HDFS-3012;06/02/2012 20:27;https://github.com/apache/hadoop/commit/753c2ba66c6b79aa9a4b7c793c5ad7a73b1a9cf0;Stern;;;
5860;8f83a2355bc6224a92fb7ba24890ddf3ab317ae6;HeartBeat;0.007719039812936118;;;https://issues.apache.org/jira/browse/HADOOP-7964;07/01/2012 00:05;https://github.com/apache/hadoop/commit/8f83a2355bc6224a92fb7ba24890ddf3ab317ae6;Stern;;;
5862;c832b46d0b1974725987dc70d2dc550fa5435b76;HeartBeat;0.007719039812936118;;;https://issues.apache.org/jira/browse/MAPREDUCE-3651;10/01/2012 16:04;https://github.com/apache/hadoop/commit/c832b46d0b1974725987dc70d2dc550fa5435b76;Stern;;;
348;95da05757d62ab211374b4c8a990c0099aa1e399;Scheduler;0.007712533333333327;;;https://issues.apache.org/jira/browse/HADOOP-321;23/06/2006 08:08;https://github.com/apache/hadoop/commit/95da05757d62ab211374b4c8a990c0099aa1e399;Stern;;;
5872;f717c5785ee629dcf9b059460e9b3da2be6f7b27;HeartBeat;0.007711231445352615;;;https://issues.apache.org/jira/browse/MAPREDUCE-3664;11/01/2012 16:47;https://github.com/apache/hadoop/commit/f717c5785ee629dcf9b059460e9b3da2be6f7b27;Stern;;;
5874;be33949bef4d64a538c6d06481dcfcc146e7f19b;HeartBeat;0.007711231445352615;Existence;Remove support for afro RPC;https://issues.apache.org/jira/browse/MAPREDUCE-3545;14/12/2011 02:11;https://github.com/apache/hadoop/commit/be33949bef4d64a538c6d06481dcfcc146e7f19b;Stern;;;
5876;78ff0b720e0418785d53802a1b4e72085c1a3556;HeartBeat;0.007711231445352615;;;https://issues.apache.org/jira/browse/MAPREDUCE-3596;22/12/2011 23:52;https://github.com/apache/hadoop/commit/78ff0b720e0418785d53802a1b4e72085c1a3556;Stern;;;
5883;69290d383c9a4e9444a8e80ec7ef655e6270b38e;HeartBeat;0.007711231445352615;;;https://issues.apache.org/jira/browse/HADOOP-7975;14/01/2012 17:12;https://github.com/apache/hadoop/commit/69290d383c9a4e9444a8e80ec7ef655e6270b38e;Stern;;;
5889;4a343c9d4ab4c993b545f0c1062c6b5449b065f0;HeartBeat;0.007711231445352615;;;https://issues.apache.org/jira/browse/MAPREDUCE-3641;08/01/2012 06:14;https://github.com/apache/hadoop/commit/4a343c9d4ab4c993b545f0c1062c6b5449b065f0;Stern;;;
5892;c53c94ec463825b7e6564e14db2326b112be306c;HeartBeat;0.007711231445352615;;;https://issues.apache.org/jira/browse/HDFS-362;05/05/2008 23:35;https://github.com/apache/hadoop/commit/c53c94ec463825b7e6564e14db2326b112be306c;Stern;;;
6225;475db83b874f5808811d6f2d5be425a6bd14bca5;CheckPoint;0.007710836183265818;;;https://issues.apache.org/jira/browse/HDFS-2985;22/02/2012 21:03;https://github.com/apache/hadoop/commit/475db83b874f5808811d6f2d5be425a6bd14bca5;Stern;;;
6228;af70addc945d4b3bc81db2ae8c6ca8a06380683f;CheckPoint;0.007710836183265818;;;https://issues.apache.org/jira/browse/HDFS-2944;13/02/2012 19:39;https://github.com/apache/hadoop/commit/af70addc945d4b3bc81db2ae8c6ca8a06380683f;Stern;;;
6231;8a2073cc61699f5692fcf638f4bae4d1c544870a;CheckPoint;0.007710836183265818;;;https://issues.apache.org/jira/browse/MAPREDUCE-3787;02/02/2012 06:23;https://github.com/apache/hadoop/commit/8a2073cc61699f5692fcf638f4bae4d1c544870a;Stern;;;
6234;611294084103532fa599d97921339c281684681c;CheckPoint;0.007710836183265818;;;n/a;02/02/2012 06:23;https://github.com/apache/hadoop/commit/611294084103532fa599d97921339c281684681c;Stern;;;
6238;62c7e2edfc0cd5baeda71d7c3737398302aea795;CheckPoint;0.007710836183265818;;;https://issues.apache.org/jira/browse/HDFS-3003;23/02/2012 19:00;https://github.com/apache/hadoop/commit/62c7e2edfc0cd5baeda71d7c3737398302aea795;Stern;;;
6253;f3cc8911485385713395a04a5b292ae375ff83a3;CheckPoint;0.007708814906670081;;;https://issues.apache.org/jira/browse/MAPREDUCE-3910;24/02/2012 16:30;https://github.com/apache/hadoop/commit/f3cc8911485385713395a04a5b292ae375ff83a3;Stern;;;
6259;da2e4496d820bab8acd7e7b22fc117336b9e7d77;CheckPoint;0.007708814906670081;;;https://issues.apache.org/jira/browse/HADOOP-8113;26/02/2012 17:39;https://github.com/apache/hadoop/commit/da2e4496d820bab8acd7e7b22fc117336b9e7d77;Stern;;;
6264;12b3ce7205378b468d07bac6b980c7088b0f7203;CheckPoint;0.007708814906670081;;;n/a;;https://github.com/apache/hadoop/commit/12b3ce7205378b468d07bac6b980c7088b0f7203;Stern;;;
6267;cfe214220f5a9f020ac14acf59b4f1238153df6c;CheckPoint;0.007708814906670081;;;https://issues.apache.org/jira/browse/MAPREDUCE-3922;24/02/2012 22:56;https://github.com/apache/hadoop/commit/cfe214220f5a9f020ac14acf59b4f1238153df6c;Stern;;;
6306;7ae152386535f012f7d3bf710ee398eff4dc14f8;CheckPoint;0.007690258336497585;;;https://issues.apache.org/jira/browse/MAPREDUCE-3885;21/02/2012 05:36;https://github.com/apache/hadoop/commit/7ae152386535f012f7d3bf710ee398eff4dc14f8;Stern;;;
6311;9e31bf675dd92183a9a74a66b7caf1a080581d65;CheckPoint;0.007690258336497585;;;https://issues.apache.org/jira/browse/HDFS-3021;28/02/2012 03:55;https://github.com/apache/hadoop/commit/9e31bf675dd92183a9a74a66b7caf1a080581d65;Stern;;;
6316;8a992188533b04e8d8794f059d9324a159ba17e3;CheckPoint;0.007690258336497585;;;https://issues.apache.org/jira/browse/HDFS-3038;01/03/2012 22:09;https://github.com/apache/hadoop/commit/8a992188533b04e8d8794f059d9324a159ba17e3;Stern;;;
6318;97d104767d57629290cdab74941862cc45f09ee5;CheckPoint;0.007690258336497585;;;https://issues.apache.org/jira/browse/HADOOP-8131;02/03/2012 00:44;https://github.com/apache/hadoop/commit/97d104767d57629290cdab74941862cc45f09ee5;Stern;;;
1232;318e2be10846d2fa555dfce809227c57a193fda6;Scheduler;0.00769000000000003;;;https://issues.apache.org/jira/browse/HBASE-260;03/08/2007 18:07;https://github.com/apache/hadoop/commit/318e2be10846d2fa555dfce809227c57a193fda6;Stern;;;
6322;ce11ff73db567b75095c118ccb287d88badf5d57;CheckPoint;0.007680995977930122;;;https://issues.apache.org/jira/browse/MAPREDUCE-3935;28/02/2012 18:41;https://github.com/apache/hadoop/commit/ce11ff73db567b75095c118ccb287d88badf5d57;Stern;;;
6247;dacbeb5f6711b83bd293928b5329f7b846f2e66e;CheckPoint;0.007658814906670086;;;https://issues.apache.org/jira/browse/HDFS-3006;24/02/2012 03:08;https://github.com/apache/hadoop/commit/dacbeb5f6711b83bd293928b5329f7b846f2e66e;Stern;;;
1883;0b4231f5bc55303b161aeea331dbe083cfaa78b0;Scheduler;0.007636018099547448;;;https://issues.apache.org/jira/browse/HADOOP-2645;17/01/2008 21:33;https://github.com/apache/hadoop/commit/0b4231f5bc55303b161aeea331dbe083cfaa78b0;Stern;;;
3994;6ef2552953322f086fa63a11385c55b36d124d0b;Pooling;0.00748336666666663;;;https://issues.apache.org/jira/browse/HADOOP-6233;02/09/2009 17:41;https://github.com/apache/hadoop/commit/6ef2552953322f086fa63a11385c55b36d124d0b;Stern;;;
4519;827401a9b1d85fe1f443d21ebe9d917ba23153de;Kerbrose;0.007481014492753624;;;https://issues.apache.org/jira/browse/HADOOP-6919;23/08/2010 20:52;https://github.com/apache/hadoop/commit/827401a9b1d85fe1f443d21ebe9d917ba23153de;Stern;;;
2813;49b6353927b53b3446d4deb442161b936a606b50;Pooling;0.007329353146853151;Property;Added core scheduler;https://issues.apache.org/jira/browse/HADOOP-3445;26/05/2008 16:21;https://github.com/apache/hadoop/commit/49b6353927b53b3446d4deb442161b936a606b50;Stern;;;
877;8355af78e515e4b410f36ea57c5e8ddf95ef9df5;CheckPoint;0.007314318181818186;;;https://issues.apache.org/jira/browse/HADOOP-702;09/11/2006 03:21;https://github.com/apache/hadoop/commit/8355af78e515e4b410f36ea57c5e8ddf95ef9df5;Stern;;;
5727;feb3a23c71a5e000f1100e1ca6459c1fade8befc;HeartBeat;0.0072783208176357;;;https://issues.apache.org/jira/browse/MAPREDUCE-3387;09/11/2011 15:21;https://github.com/apache/hadoop/commit/feb3a23c71a5e000f1100e1ca6459c1fade8befc;Stern;;;
1520;d5fdd8f3eeb9f8c01bec9ae74cac69fa26048b05;PingEcho;0.007229137931034496;Property;Change type of connection;https://issues.apache.org/jira/browse/HADOOP-1848;06/09/2007 17:50;https://github.com/apache/hadoop/commit/d5fdd8f3eeb9f8c01bec9ae74cac69fa26048b05;Stern;;;
2102;b94166a8bb84f6e0dc7274bea3481749cdde62db;Scheduler;0.007200622807017498;Existence;Adding type of indexing and sharding;https://issues.apache.org/jira/browse/HADOOP-2951;06/03/2008 15:29;https://github.com/apache/hadoop/commit/b94166a8bb84f6e0dc7274bea3481749cdde62db;Stern;;;
5615;c256f8266d9e23958081c94924cf7cb82aec8c4d;HeartBeat;0.007199093406593429;Property;Add support for service;https://issues.apache.org/jira/browse/HDFS-2581;21/11/2011 23:52;https://github.com/apache/hadoop/commit/c256f8266d9e23958081c94924cf7cb82aec8c4d;Stern;;;
5617;0a713035f2fb1a222291cfdb2cbde906814c2fd9;HeartBeat;0.0071745734592810195;Property;Add support for service;https://issues.apache.org/jira/browse/HDFS-2618;01/12/2011 09:18;https://github.com/apache/hadoop/commit/0a713035f2fb1a222291cfdb2cbde906814c2fd9;Stern;;;
3259;9f8eb3c3fe454566a1151309c99ad44743bea9a0;Session;0.006944449519230754;;;https://issues.apache.org/jira/browse/HADOOP-4920;19/12/2008 17:33;https://github.com/apache/hadoop/commit/9f8eb3c3fe454566a1151309c99ad44743bea9a0;Stern;;;
9900;eb2175db1a99348c80457e3ffda172cc461de8bc;Authenticate;0.006927196110210684;;;https://issues.apache.org/jira/browse/HDFS-5190;12/09/2013 03:58;https://github.com/apache/hadoop/commit/eb2175db1a99348c80457e3ffda172cc461de8bc;Stern;;;
9913;633b693517ec7882629074d78a55524392d88bd7;Authenticate;0.006927196110210684;;;https://issues.apache.org/jira/browse/HDFS-5309;05/10/2013 20:08;https://github.com/apache/hadoop/commit/633b693517ec7882629074d78a55524392d88bd7;Stern;;;
3080;928cda8be9f4541c1f01215defaf6b6657b7f2bb;ActiveRedundancy;0.006891958748322376;;;n/a;;https://github.com/apache/hadoop/commit/928cda8be9f4541c1f01215defaf6b6657b7f2bb;Stern;;;
6160;1903e544a4a26322d28bf54fefff87ad1549d2ca;HeartBeat;0.006883920920478279;;;https://issues.apache.org/jira/browse/MAPREDUCE-3802;03/02/2012 21:15;https://github.com/apache/hadoop/commit/1903e544a4a26322d28bf54fefff87ad1549d2ca;Stern;;;
6163;f42e58c381a1a8d4feb9384de3b8d8c857830d33;HeartBeat;0.006883920920478279;;;https://issues.apache.org/jira/browse/HADOOP-8071;14/02/2012 05:35;https://github.com/apache/hadoop/commit/f42e58c381a1a8d4feb9384de3b8d8c857830d33;Stern;;;
2659;9354f2fe0f324cb36b542dd61d6d1f13ab8cd68f;Scheduler;0.006881315789473652;;;https://issues.apache.org/jira/browse/HADOOP-1700;09/08/2007 18:45;https://github.com/apache/hadoop/commit/9354f2fe0f324cb36b542dd61d6d1f13ab8cd68f;Stern;;;
9923;b60e18db743b8933d96384942046ea57e725855d;Authenticate;0.006875363149116437;;;https://issues.apache.org/jira/browse/HDFS-5314;07/10/2013 00:41;https://github.com/apache/hadoop/commit/b60e18db743b8933d96384942046ea57e725855d;Stern;;;
9895;af1ac9a5e8d8d97a855940d853dd59ab4666f6e2;Authenticate;0.006798713796333303;;;https://issues.apache.org/jira/browse/HDFS-5119;21/08/2013 21:00;https://github.com/apache/hadoop/commit/af1ac9a5e8d8d97a855940d853dd59ab4666f6e2;Stern;;;
4055;c4e11269808ee8364e46dea743d6b858b87d37eb;PingEcho;0.006718933333333316;;;https://issues.apache.org/jira/browse/HADOOP-6433;11/12/2009 00:12;https://github.com/apache/hadoop/commit/c4e11269808ee8364e46dea743d6b858b87d37eb;Stern;;;
5586;08da8ea5db5359fc04010be486b842a5d2e6b9c2;HeartBeat;0.006715959866220769;;;https://issues.apache.org/jira/browse/MAPREDUCE-3463;23/11/2011 13:45;https://github.com/apache/hadoop/commit/08da8ea5db5359fc04010be486b842a5d2e6b9c2;Stern;;;
5590;102541b12b075bf190bdeb43e077f179a2a413fa;HeartBeat;0.006715959866220769;;;https://issues.apache.org/jira/browse/MAPREDUCE-3443;21/11/2011 17:39;https://github.com/apache/hadoop/commit/102541b12b075bf190bdeb43e077f179a2a413fa;Stern;;;
5595;714ae6e62f376eec719007f8338609748986264c;HeartBeat;0.006715959866220755;Existence;Migrate tests to new interface;https://issues.apache.org/jira/browse/MAPREDUCE-3369;07/11/2011 20:38;https://github.com/apache/hadoop/commit/714ae6e62f376eec719007f8338609748986264c;Stern;;;
5598;a3f37e15f75d01bb342480b0b1035ea16c5fd9aa;HeartBeat;0.006715959866220755;;;https://issues.apache.org/jira/browse/MAPREDUCE-3460;23/11/2011 04:16;https://github.com/apache/hadoop/commit/a3f37e15f75d01bb342480b0b1035ea16c5fd9aa;Stern;;;
5612;6a358ee14026a801b59ac567e2eb795baa074d33;HeartBeat;0.006715959866220755;;;https://issues.apache.org/jira/browse/MAPREDUCE-3389;09/11/2011 22:30;https://github.com/apache/hadoop/commit/6a358ee14026a801b59ac567e2eb795baa074d33;Stern;;;
9931;54801ba4f96322fb98c52ea2184c86b061ea43c5;Authenticate;0.006711094329478515;;;https://issues.apache.org/jira/browse/HDFS-5309;05/10/2013 20:08;https://github.com/apache/hadoop/commit/54801ba4f96322fb98c52ea2184c86b061ea43c5;Stern;;;
9957;8111c3af6b06d6a814e235ad90af5860632d2c25;Authenticate;0.006701128367620879;;;https://issues.apache.org/jira/browse/HDFS-5224;18/09/2013 20:41;https://github.com/apache/hadoop/commit/8111c3af6b06d6a814e235ad90af5860632d2c25;Stern;;;
9962;09e9e57a0bdc4ccc963af717d71c352030e6eed9;Authenticate;0.006701128367620879;;;https://issues.apache.org/jira/browse/HDFS-5348;11/10/2013 22:08;https://github.com/apache/hadoop/commit/09e9e57a0bdc4ccc963af717d71c352030e6eed9;Stern;;;
9978;15d08c4778350a86d7bae0174aeb48f8d8f61cce;Authenticate;0.00669119174249358;;;https://issues.apache.org/jira/browse/HDFS-5349;11/10/2013 22:51;https://github.com/apache/hadoop/commit/15d08c4778350a86d7bae0174aeb48f8d8f61cce;Stern;;;
9981;af89caf9e4ff1b8113737d6b948bb43a42f1b715;Authenticate;0.00669119174249358;;;https://issues.apache.org/jira/browse/HDFS-5359;14/10/2013 23:19;https://github.com/apache/hadoop/commit/af89caf9e4ff1b8113737d6b948bb43a42f1b715;Stern;;;
8649;0e6604aab30671618355982aa86c0a7661132a9c;HeartBeat;0.006612532261699652;;;https://issues.apache.org/jira/browse/HDFS-4633;25/03/2013 19:35;https://github.com/apache/hadoop/commit/0e6604aab30671618355982aa86c0a7661132a9c;Stern;;;
4558;1e7fd0c23c3477e48901eea2a4d1ef61d5eb1519;Kerbrose;0.006609875950380151;;;https://issues.apache.org/jira/browse/HADOOP-7258;03/05/2011 18:58;https://github.com/apache/hadoop/commit/1e7fd0c23c3477e48901eea2a4d1ef61d5eb1519;Stern;;;
15522;1d37a8812160bb030244a1e6b1c753f962d8d2ed;Scheduler;0.006606915187113593;Executive;New policy Erasure coding;https://issues.apache.org/jira/browse/HDFS-8854;04/08/2015 07:53;https://github.com/apache/hadoop/commit/1d37a8812160bb030244a1e6b1c753f962d8d2ed;Stern;;;
15542;b57c9a35f76612a02e16497ea92fbc3f4dc524ec;Scheduler;0.006606915187113593;;;https://issues.apache.org/jira/browse/HDFS-8220;22/04/2015 09:31;https://github.com/apache/hadoop/commit/b57c9a35f76612a02e16497ea92fbc3f4dc524ec;Stern;;;
5630;9f69ae5a9e52f5d716d0c580ced85521dfd521c1;HeartBeat;0.006605262821961916;;;https://issues.apache.org/jira/browse/HDFS-2597;28/11/2011 21:45;https://github.com/apache/hadoop/commit/9f69ae5a9e52f5d716d0c580ced85521dfd521c1;Stern;;;
5709;cfbde6ac0f7e684314a8bfcb26affba6edc257db;HeartBeat;0.006598709016393464;;;https://issues.apache.org/jira/browse/MAPREDUCE-3484;29/11/2011 22:04;https://github.com/apache/hadoop/commit/cfbde6ac0f7e684314a8bfcb26affba6edc257db;Stern;;;
5711;14ba2e65c9408fd2f965989eca597029a76c8524;HeartBeat;0.006598709016393464;;;https://issues.apache.org/jira/browse/MAPREDUCE-3531;12/12/2011 05:42;https://github.com/apache/hadoop/commit/14ba2e65c9408fd2f965989eca597029a76c8524;Stern;;;
5718;c2fe4a7e83775589481210383f62faa2dcb00ecc;HeartBeat;0.006598709016393464;;;https://issues.apache.org/jira/browse/MAPREDUCE-3487;30/11/2011 19:01;https://github.com/apache/hadoop/commit/c2fe4a7e83775589481210383f62faa2dcb00ecc;Stern;;;
5720;f73bd5402e49ae6ed712eea70bb3a76314f0a695;HeartBeat;0.006598709016393464;;;https://issues.apache.org/jira/browse/MAPREDUCE-3564;15/12/2011 09:07;https://github.com/apache/hadoop/commit/f73bd5402e49ae6ed712eea70bb3a76314f0a695;Stern;;;
5724;6d551b83de252dead71d102ec553a819c56294af;HeartBeat;0.006598709016393464;;;https://issues.apache.org/jira/browse/MAPREDUCE-3366;07/11/2011 16:59;https://github.com/apache/hadoop/commit/6d551b83de252dead71d102ec553a819c56294af;Stern;;;
2713;bc8b51c02bbe664409ecb1b19db461638fbbf4b7;HeartBeat;0.006597829893683543;Property;Adds Chukwa to hadoop;https://issues.apache.org/jira/browse/HADOOP-3719;08/07/2008 23:35;https://github.com/apache/hadoop/commit/bc8b51c02bbe664409ecb1b19db461638fbbf4b7;Stern;;;
9943;3fc8792b5c75fca9fc4f6cf4b95fb2927c62e624;Authenticate;0.00657306185411205;;;https://issues.apache.org/jira/browse/HDFS-5304;04/10/2013 22:23;https://github.com/apache/hadoop/commit/3fc8792b5c75fca9fc4f6cf4b95fb2927c62e624;Stern;;;
5733;2cf4aca02eda61a9a1a362dd750ee28bf21788cc;HeartBeat;0.0065694641434011075;;;https://issues.apache.org/jira/browse/MAPREDUCE-3579;17/12/2011 16:49;https://github.com/apache/hadoop/commit/2cf4aca02eda61a9a1a362dd750ee28bf21788cc;Stern;;;
5743;de928a4aa03d199b48a678d62cf241edff3d0a66;HeartBeat;0.0065694641434011075;;;https://issues.apache.org/jira/browse/HDFS-2658;10/12/2011 22:08;https://github.com/apache/hadoop/commit/de928a4aa03d199b48a678d62cf241edff3d0a66;Stern;;;
5749;a61a18cc098591eacd998e4a2f61babe27353a31;HeartBeat;0.0065694641434011075;;;https://issues.apache.org/jira/browse/MAPREDUCE-3563;15/12/2011 08:21;https://github.com/apache/hadoop/commit/a61a18cc098591eacd998e4a2f61babe27353a31;Stern;;;
9991;2cf5084c322a0fc04bd58d2fda59660a84aa035b;Authenticate;0.006554043380555888;;;https://issues.apache.org/jira/browse/HDFS-5358;14/10/2013 19:47;https://github.com/apache/hadoop/commit/2cf5084c322a0fc04bd58d2fda59660a84aa035b;Stern;;;
9995;8da82eba1c84f828617a13a6f785a9b6cfc057a5;Authenticate;0.006554043380555888;;;https://issues.apache.org/jira/browse/HDFS-5373;16/10/2013 19:55;https://github.com/apache/hadoop/commit/8da82eba1c84f828617a13a6f785a9b6cfc057a5;Stern;;;
854;84b96970c8e4fae780e33117f9e6752a56578648;HeartBeat;0.006548692307692311;;;https://issues.apache.org/jira/browse/HADOOP-1153;23/03/2007 16:45;https://github.com/apache/hadoop/commit/84b96970c8e4fae780e33117f9e6752a56578648;Stern;;;
15505;fbf7e81ca007e009b492e3b99060bbfb74394f46;Scheduler;0.006512399768611399;;;https://issues.apache.org/jira/browse/HDFS-8827;28/07/2015 02:54;https://github.com/apache/hadoop/commit/fbf7e81ca007e009b492e3b99060bbfb74394f46;Stern;;;
5657;6fc7e2e002c1295a782fd2402d7f4e37194702b0;HeartBeat;0.006490379098360685;;;https://issues.apache.org/jira/browse/HADOOP-7912;12/12/2011 15:14;https://github.com/apache/hadoop/commit/6fc7e2e002c1295a782fd2402d7f4e37194702b0;Stern;;;
5674;0201be46c298e94176ec6297e9d9cdba3afc2bbd;HeartBeat;0.0064807992041121115;;;https://issues.apache.org/jira/browse/HADOOP-7810;09/11/2011 15:53;https://github.com/apache/hadoop/commit/0201be46c298e94176ec6297e9d9cdba3afc2bbd;Stern;;;
5693;b9238e3badd0ae3dc7d76a552ffb1bca91b35542;HeartBeat;0.0064807992041121115;;;https://issues.apache.org/jira/browse/HDFS-2675;13/12/2011 22:07;https://github.com/apache/hadoop/commit/b9238e3badd0ae3dc7d76a552ffb1bca91b35542;Stern;;;
1651;d5629ffc37569aa0ddad63c5afcebc9b38a78710;Pooling;0.006349622950819672;;;https://issues.apache.org/jira/browse/HBASE-237;04/12/2007 22:26;https://github.com/apache/hadoop/commit/d5629ffc37569aa0ddad63c5afcebc9b38a78710;Stern;;;
8660;f5bbc2d950a27d06ad6538e9be767e2e6ba26a23;HeartBeat;0.006319777194045459;;;n/a;;https://github.com/apache/hadoop/commit/f5bbc2d950a27d06ad6538e9be767e2e6ba26a23;Stern;;;
10513;c6585675710aa800317ad35e6fdf95c50c559d68;CheckPoint;0.006307798644923701;Existence;Add support for api;https://issues.apache.org/jira/browse/HDFS-5673;16/12/2013 20:13;https://github.com/apache/hadoop/commit/c6585675710aa800317ad35e6fdf95c50c559d68;Stern;;;
458;5432432da5f9ada3e7397c5d4e096e62adef88d6;ValidationInterceptor;0.006269007936507948;;;https://issues.apache.org/jira/browse/HADOOP-556;23/09/2006 00:27;https://github.com/apache/hadoop/commit/5432432da5f9ada3e7397c5d4e096e62adef88d6;Stern;;;
8648;694a6721316aea14c1244447974231abc8dff0cb;Scheduler;0.006234572618813772;Existence;Legacy use of component;https://issues.apache.org/jira/browse/HDFS-4538;28/02/2013 02:58;https://github.com/apache/hadoop/commit/694a6721316aea14c1244447974231abc8dff0cb;Stern;;;
841;a61d6de285e550fdbafa6e6ded4c3913af236a29;HeartBeat;0.006229243902439036;;;https://issues.apache.org/jira/browse/HADOOP-1047;27/02/2007 19:09;https://github.com/apache/hadoop/commit/a61d6de285e550fdbafa6e6ded4c3913af236a29;Stern;;;
2079;9a30df91587d75d4710e671a1ac25219184a7206;PingEcho;0.006221364186327891;;;https://issues.apache.org/jira/browse/HADOOP-2825;14/02/2008 05:51;https://github.com/apache/hadoop/commit/9a30df91587d75d4710e671a1ac25219184a7206;Stern;;;
4087;4cecab7c10758cde1036b436d874b2b3a686a874;PingEcho;0.0062020923076923085;;;https://issues.apache.org/jira/browse/HADOOP-6315;15/10/2009 21:33;https://github.com/apache/hadoop/commit/4cecab7c10758cde1036b436d874b2b3a686a874;Stern;;;
9612;962da4dcc74d23c7ce78164dcde38ea5aaf3dd68;Pooling;0.006173424379852882;;;https://issues.apache.org/jira/browse/YARN-1074;16/08/2013 20:48;https://github.com/apache/hadoop/commit/962da4dcc74d23c7ce78164dcde38ea5aaf3dd68;Stern;;;
9652;bafd302208fbbbf1f2dccfc969a71d862cc8ce67;Pooling;0.006173424379852882;Property;Add suppport for AMRMClient  ;https://issues.apache.org/jira/browse/YARN-771;06/06/2013 18:44;https://github.com/apache/hadoop/commit/bafd302208fbbbf1f2dccfc969a71d862cc8ce67;Stern;;;
10001;3cc7a38a53c8ae27ef6b2397cddc5d14a378203a;Authenticate;0.006169841824841801;;;https://issues.apache.org/jira/browse/HDFS-5096;14/08/2013 21:19;https://github.com/apache/hadoop/commit/3cc7a38a53c8ae27ef6b2397cddc5d14a378203a;Stern;;;
5699;d8dfcdcbc2e2df3aa1d7b309f263434739475e7e;HeartBeat;0.006150533447750323;Property;Allow  protobuf rpc;https://issues.apache.org/jira/browse/HDFS-2669;13/12/2011 04:13;https://github.com/apache/hadoop/commit/d8dfcdcbc2e2df3aa1d7b309f263434739475e7e;Stern;;;
5628;6016e95feec93f0e17a8a1370c0ede735ca13f55;ActiveRedundancy;0.006144186068573039;;;https://issues.apache.org/jira/browse/HDFS-2627;03/12/2011 01:25;https://github.com/apache/hadoop/commit/6016e95feec93f0e17a8a1370c0ede735ca13f55;Stern;;;
8659;bbb24fbf5d220fbe137d43651ba3802a9806b1a3;Scheduler;0.00608407175070097;;;n/a;;https://github.com/apache/hadoop/commit/bbb24fbf5d220fbe137d43651ba3802a9806b1a3;Stern;;;
10008;34f08944b7c8d58f531a3f3bf3d4ee4cd3fa643a;Authenticate;0.00607132251797364;Existence;Centralize caching;https://issues.apache.org/jira/browse/HDFS-4949;02/07/2013 20:40;https://github.com/apache/hadoop/commit/34f08944b7c8d58f531a3f3bf3d4ee4cd3fa643a;Stern;;;
23309;a404164939c898aaf1ced90747b1011ed722e99a;Audit;0.0060194799573363295;;;n/a;;https://github.com/apache/hadoop/commit/a404164939c898aaf1ced90747b1011ed722e99a;Stern;;;
23311;2c2351e87b60d3e8b50b94e9ca5ab78d7afae783;Audit;0.006010361283649998;;;n/a;;https://github.com/apache/hadoop/commit/2c2351e87b60d3e8b50b94e9ca5ab78d7afae783;Stern;;;
23319;e899c4cc01df3b657893314adcdbb411dfbf3764;Audit;0.006010361283649998;;;n/a;;https://github.com/apache/hadoop/commit/e899c4cc01df3b657893314adcdbb411dfbf3764;Stern;;;
